survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,embark_town,alone,age_z,fare_z
1,1,female,16.0,0,1,39.4,S,False,Southampton,False,-1.0254309806827155,0.14695545023886347
0,2,female,44.0,1,0,26.0,S,False,Southampton,False,1.1309144947268766,-0.12267579551958825
1,3,female,18.0,0,1,9.35,S,False,Southampton,False,-0.8714063038677446,-0.4577026792418436
1,1,female,45.0,1,1,164.8667,S,False,Southampton,False,1.207926833134362,2.6715631086121427
1,1,male,51.0,0,0,26.55,S,True,Southampton,True,1.6700008635792747,-0.11160884140263685
1,3,female,24.0,0,3,19.2583,C,False,Cherbourg,False,-0.40933227342283207,-0.25833049473822667
0,3,male,28.0,0,0,7.2292,C,True,Cherbourg,True,-0.10128291979289035,-0.5003768543168081
0,3,male,41.0,2,0,14.1083,S,True,Southampton,False,0.8998774795044203,-0.3619574287424077
0,2,male,21.0,1,0,11.5,S,True,Southampton,False,-0.6403692886452884,-0.41444094951194277
1,1,female,48.0,0,0,25.9292,S,False,Southampton,True,1.4389638483568183,-0.12410041434046123
0,3,female,28.0,8,2,69.55,S,False,Southampton,False,-0.10128291979289035,0.7536257531953799
0,2,male,24.0,0,0,13.0,S,True,Southampton,True,-0.40933227342283207,-0.38425834737480263
1,2,female,42.0,0,0,13.0,S,False,Southampton,True,0.9768898179119057,-0.38425834737480263
1,2,female,27.0,1,0,13.8583,C,False,Cherbourg,False,-0.17829525820037578,-0.36698786243193104
0,1,male,31.0,0,0,50.4958,S,True,Southampton,True,0.12975409542956595,0.37022219476771645
0,3,male,28.0,0,0,9.5,S,True,Southampton,True,-0.10128291979289035,-0.4546844190281296
1,3,male,4.0,1,1,11.1333,S,False,Southampton,False,-1.9495790415725407,-0.42181958964773564
0,3,male,26.0,0,0,7.8958,S,True,Southampton,True,-0.25530759660786123,-0.486963705927063
1,1,female,47.0,1,1,52.5542,S,False,Southampton,False,1.361951509949333,0.41164077359377593
0,1,male,33.0,0,0,5.0,S,True,Southampton,True,0.2837787722445368,-0.54523222543955
0,3,male,47.0,0,0,9.0,S,True,Southampton,True,1.361951509949333,-0.4647452864071763
1,2,female,28.0,1,0,24.0,C,False,Cherbourg,False,-0.10128291979289035,-0.16291926503577508
1,3,female,15.0,0,0,7.225,C,False,Cherbourg,True,-1.102443319090201,-0.5004613656027921
0,3,male,20.0,0,0,9.8458,S,True,Southampton,True,-0.7173816270527738,-0.44772632314878086
0,3,male,19.0,0,0,7.8958,S,True,Southampton,True,-0.7943939654602592,-0.486963705927063
0,3,male,28.0,0,0,7.8958,S,True,Southampton,True,-0.10128291979289035,-0.486963705927063
1,1,female,56.0,0,1,83.1583,C,False,Cherbourg,False,2.055062555616702,1.0274483563039425
1,2,female,25.0,0,1,26.0,S,False,Southampton,False,-0.3323199350153466,-0.12267579551958825
0,3,male,33.0,0,0,7.8958,S,True,Southampton,True,0.2837787722445368,-0.486963705927063
0,3,female,22.0,0,0,10.5167,S,False,Southampton,True,-0.563356950237803,-0.434226651299576
0,2,male,28.0,0,0,10.5,S,True,Southampton,True,-0.10128291979289035,-0.4345626842700362
0,3,male,25.0,0,0,7.05,S,True,Southampton,True,-0.3323199350153466,-0.5039826691854584
0,3,female,39.0,0,5,29.125,Q,False,Queenstown,False,0.7458528026894494,-0.05979537440054633
0,2,male,27.0,0,0,13.0,S,True,Southampton,True,-0.17829525820037578,-0.38425834737480263
1,1,female,19.0,0,0,30.0,S,False,Southampton,True,-0.7943939654602592,-0.04218885648721459
0,3,female,28.0,1,2,23.45,S,False,Southampton,False,-0.10128291979289035,-0.17398621915272647
1,1,male,26.0,0,0,30.0,C,True,Cherbourg,True,-0.25530759660786123,-0.04218885648721459
0,3,male,32.0,0,0,7.75,Q,True,Queenstown,True,0.20676643383705137,-0.4898974548547931
